วันที่,ประเภท,สินค้า,หน่วย,ราคา ต่ำสุด,ราคา สูงสุด,ราคาเฉลี่ย
11/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
12/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
13/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
14/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
17/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
18/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
19/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
20/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
21/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
24/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
25/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
27/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
28/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
31/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
1/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
2/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
4/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
7/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
8/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
9/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
10/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
11/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
14/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
15/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
16/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
17/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
18/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
21/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
22/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
23/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
24/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
25/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
28/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
29/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
30/6/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
1/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
2/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
5/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
6/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
