วันที่,ประเภท,สินค้า,หน่วย,ราคา ต่ำสุด,ราคา สูงสุด,ราคาเฉลี่ย
13/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
14/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
15/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
16/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
19/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
20/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
21/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
22/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
23/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
27/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
29/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
30/7/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
2/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
3/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
4/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
5/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
6/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
9/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
10/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
11/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
13/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
16/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
17/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
18/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
19/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
20/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
23/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
24/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
25/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
26/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
27/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
30/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
31/8/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
1/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
2/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
3/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
6/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,55,60,57.5
7/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,55,60,57.5
8/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,55,60,57.5
9/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,55,60,57.5
10/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,55,60,57.5
13/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
14/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
15/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
16/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
17/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
