Date,Day_Name,Month_Name,Year,Important_Events,Day_Type,Important_Days
1/1/2021,Friday,January,2021,New Year's Day,Yes,1
2/1/2021,Saturday,January,2021,,Weekend,0
3/1/2021,Sunday,January,2021,,Weekend,0
4/1/2021,Monday,January,2021,,No,0
5/1/2021,Tuesday,January,2021,,No,0
6/1/2021,Wednesday,January,2021,,No,0
7/1/2021,Thursday,January,2021,,No,0
8/1/2021,Friday,January,2021,,No,0
9/1/2021,Saturday,January,2021,National Children's Day,Yes,1
10/1/2021,Sunday,January,2021,,Weekend,0
11/1/2021,Monday,January,2021,,No,0
12/1/2021,Tuesday,January,2021,,No,0
13/1/2021,Wednesday,January,2021,,No,0
14/1/2021,Thursday,January,2021,,No,0
15/1/2021,Friday,January,2021,,No,0
16/1/2021,Saturday,January,2021,Teachers' Day,Yes,1
17/1/2021,Sunday,January,2021,,Weekend,0
18/1/2021,Monday,January,2021,Royal Thai Armed Forces Day,Yes,1
19/1/2021,Tuesday,January,2021,,No,0
20/1/2021,Wednesday,January,2021,,No,0
21/1/2021,Thursday,January,2021,,No,0
22/1/2021,Friday,January,2021,,No,0
23/1/2021,Saturday,January,2021,,Weekend,0
24/1/2021,Sunday,January,2021,,Weekend,0
25/1/2021,Monday,January,2021,,No,0
26/1/2021,Tuesday,January,2021,,No,0
27/1/2021,Wednesday,January,2021,,No,0
28/1/2021,Thursday,January,2021,,No,0
29/1/2021,Friday,January,2021,,No,0
30/1/2021,Saturday,January,2021,,Weekend,0
31/1/2021,Sunday,January,2021,,Weekend,0
1/2/2021,Monday,February,2021,,No,0
2/2/2021,Tuesday,February,2021,,No,0
3/2/2021,Wednesday,February,2021,,No,0
4/2/2021,Thursday,February,2021,,No,0
5/2/2021,Friday,February,2021,,No,0
6/2/2021,Saturday,February,2021,,Weekend,0
7/2/2021,Sunday,February,2021,,Weekend,0
8/2/2021,Monday,February,2021,,No,0
9/2/2021,Tuesday,February,2021,,No,0
10/2/2021,Wednesday,February,2021,Chinese New Year (Shopping Day),Yes,1
11/2/2021,Thursday,February,2021,Chinese New Year (Worship Day),Yes,1
12/2/2021,Friday,February,2021,Chinese New Year (Special Public Holiday),Yes,1
13/2/2021,Saturday,February,2021,,Weekend,0
14/2/2021,Sunday,February,2021,,Weekend,0
15/2/2021,Monday,February,2021,,No,0
16/2/2021,Tuesday,February,2021,,No,0
17/2/2021,Wednesday,February,2021,,No,0
18/2/2021,Thursday,February,2021,,No,0
19/2/2021,Friday,February,2021,,No,0
20/2/2021,Saturday,February,2021,,Weekend,0
21/2/2021,Sunday,February,2021,,Weekend,0
22/2/2021,Monday,February,2021,,No,0
23/2/2021,Tuesday,February,2021,,No,0
24/2/2021,Wednesday,February,2021,,No,0
25/2/2021,Thursday,February,2021,,No,0
26/2/2021,Friday,February,2021,Makha Bucha Day,Yes,1
27/2/2021,Saturday,February,2021,,Weekend,0
28/2/2021,Sunday,February,2021,,Weekend,0
1/3/2021,Monday,March,2021,,No,0
2/3/2021,Tuesday,March,2021,,No,0
3/3/2021,Wednesday,March,2021,,No,0
4/3/2021,Thursday,March,2021,,No,0
5/3/2021,Friday,March,2021,,No,0
6/3/2021,Saturday,March,2021,,Weekend,0
7/3/2021,Sunday,March,2021,,Weekend,0
8/3/2021,Monday,March,2021,,No,0
9/3/2021,Tuesday,March,2021,,No,0
10/3/2021,Wednesday,March,2021,,No,0
11/3/2021,Thursday,March,2021,Maha Shivaratri,Yes,1
12/3/2021,Friday,March,2021,,No,0
13/3/2021,Saturday,March,2021,,Weekend,0
14/3/2021,Sunday,March,2021,,Weekend,0
15/3/2021,Monday,March,2021,Qingming Festival (Ancestors Day),Yes,1
16/3/2021,Tuesday,March,2021,Qingming Festival (Ancestors Day),Yes,1
17/3/2021,Wednesday,March,2021,Qingming Festival (Ancestors Day),Yes,1
18/3/2021,Thursday,March,2021,Qingming Festival (Ancestors Day),Yes,1
19/3/2021,Friday,March,2021,Qingming Festival (Ancestors Day),Yes,1
20/3/2021,Saturday,March,2021,Qingming Festival (Ancestors Day),Yes,1
21/3/2021,Sunday,March,2021,Qingming Festival (Ancestors Day),Yes,1
22/3/2021,Monday,March,2021,Qingming Festival (Ancestors Day),Yes,1
23/3/2021,Tuesday,March,2021,Qingming Festival (Ancestors Day),Yes,1
24/3/2021,Wednesday,March,2021,Qingming Festival (Ancestors Day),Yes,1
25/3/2021,Thursday,March,2021,Qingming Festival (Ancestors Day),Yes,1
26/3/2021,Friday,March,2021,Qingming Festival (Ancestors Day),Yes,1
27/3/2021,Saturday,March,2021,Qingming Festival (Ancestors Day),Yes,1
28/3/2021,Sunday,March,2021,Qingming Festival (Ancestors Day),Yes,1
29/3/2021,Monday,March,2021,Qingming Festival (Ancestors Day),Yes,1
30/3/2021,Tuesday,March,2021,Qingming Festival (Ancestors Day),Yes,1
31/3/2021,Wednesday,March,2021,Qingming Festival (Ancestors Day),Yes,1
1/4/2021,Thursday,April,2021,Qingming Festival (Ancestors Day),Yes,1
2/4/2021,Friday,April,2021,Qingming Festival (Ancestors Day) / Good Friday,Yes,1
3/4/2021,Saturday,April,2021,Qingming Festival (Ancestors Day),Yes,1
4/4/2021,Sunday,April,2021,Qingming Festival (Ancestors Day) / Easter Sunday,Yes,1
5/4/2021,Monday,April,2021,Qingming Festival (Ancestors Day),Yes,1
6/4/2021,Tuesday,April,2021,Qingming Festival (Ancestors Day) / Chakri Memorial Day,Yes,1
7/4/2021,Wednesday,April,2021,Qingming Festival (Ancestors Day),Yes,1
8/4/2021,Thursday,April,2021,Qingming Festival (Ancestors Day),Yes,1
9/4/2021,Friday,April,2021,,No,0
10/4/2021,Saturday,April,2021,,Weekend,0
11/4/2021,Sunday,April,2021,,Weekend,0
12/4/2021,Monday,April,2021,Songkran Festival (Special Public Holiday),Yes,1
13/4/2021,Tuesday,April,2021,Ramadan (Muslim Fasting Month) / Songkran Festival (Thai New Year / Elderly Day),Yes,1
14/4/2021,Wednesday,April,2021,Ramadan (Muslim Fasting Month) / Songkran Festival (Family Day),Yes,1
15/4/2021,Thursday,April,2021,Ramadan (Muslim Fasting Month) / Songkran Festival,Yes,1
16/4/2021,Friday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
17/4/2021,Saturday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
18/4/2021,Sunday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
19/4/2021,Monday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
20/4/2021,Tuesday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
21/4/2021,Wednesday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
22/4/2021,Thursday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
23/4/2021,Friday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
24/4/2021,Saturday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
25/4/2021,Sunday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
26/4/2021,Monday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
27/4/2021,Tuesday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
28/4/2021,Wednesday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
29/4/2021,Thursday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
30/4/2021,Friday,April,2021,Ramadan (Muslim Fasting Month),Yes,1
1/5/2021,Saturday,May,2021,Ramadan (Muslim Fasting Month) / National Labour Day,Yes,1
2/5/2021,Sunday,May,2021,Ramadan (Muslim Fasting Month),Yes,1
3/5/2021,Monday,May,2021,Ramadan (Muslim Fasting Month) / National Labour Day (Substitution),Yes,1
4/5/2021,Tuesday,May,2021,Ramadan (Muslim Fasting Month) / Coronation Day,Yes,1
5/5/2021,Wednesday,May,2021,Ramadan (Muslim Fasting Month),Yes,1
6/5/2021,Thursday,May,2021,Ramadan (Muslim Fasting Month),Yes,1
7/5/2021,Friday,May,2021,Ramadan (Muslim Fasting Month),Yes,1
8/5/2021,Saturday,May,2021,Ramadan (Muslim Fasting Month),Yes,1
9/5/2021,Sunday,May,2021,Ramadan (Muslim Fasting Month),Yes,1
10/5/2021,Monday,May,2021,Ramadan (Muslim Fasting Month) / Royal Ploughing Ceremony,Yes,1
11/5/2021,Tuesday,May,2021,Ramadan (Muslim Fasting Month),Yes,1
12/5/2021,Wednesday,May,2021,Ramadan (Muslim Fasting Month),Yes,1
13/5/2021,Thursday,May,2021,Eid al-Fitr (End of Ramadan),Yes,1
14/5/2021,Friday,May,2021,,No,0
15/5/2021,Saturday,May,2021,,Weekend,0
16/5/2021,Sunday,May,2021,,Weekend,0
17/5/2021,Monday,May,2021,,No,0
18/5/2021,Tuesday,May,2021,,No,0
19/5/2021,Wednesday,May,2021,,No,0
20/5/2021,Thursday,May,2021,,No,0
21/5/2021,Friday,May,2021,,No,0
22/5/2021,Saturday,May,2021,,Weekend,0
23/5/2021,Sunday,May,2021,,Weekend,0
24/5/2021,Monday,May,2021,,No,0
25/5/2021,Tuesday,May,2021,,No,0
26/5/2021,Wednesday,May,2021,Visakha Bucha Day,Yes,1
27/5/2021,Thursday,May,2021,,No,0
28/5/2021,Friday,May,2021,,No,0
29/5/2021,Saturday,May,2021,,Weekend,0
30/5/2021,Sunday,May,2021,,Weekend,0
31/5/2021,Monday,May,2021,,No,0
1/6/2021,Tuesday,June,2021,,No,0
2/6/2021,Wednesday,June,2021,,No,0
3/6/2021,Thursday,June,2021,H.M. Queen Suthida's Birthday,Yes,1
4/6/2021,Friday,June,2021,,No,0
5/6/2021,Saturday,June,2021,,Weekend,0
6/6/2021,Sunday,June,2021,,Weekend,0
7/6/2021,Monday,June,2021,,No,0
8/6/2021,Tuesday,June,2021,,No,0
9/6/2021,Wednesday,June,2021,,No,0
10/6/2021,Thursday,June,2021,,No,0
11/6/2021,Friday,June,2021,,No,0
12/6/2021,Saturday,June,2021,,Weekend,0
13/6/2021,Sunday,June,2021,,Weekend,0
14/6/2021,Monday,June,2021,,No,0
15/6/2021,Tuesday,June,2021,,No,0
16/6/2021,Wednesday,June,2021,,No,0
17/6/2021,Thursday,June,2021,,No,0
18/6/2021,Friday,June,2021,,No,0
19/6/2021,Saturday,June,2021,,Weekend,0
20/6/2021,Sunday,June,2021,,Weekend,0
21/6/2021,Monday,June,2021,,No,0
22/6/2021,Tuesday,June,2021,,No,0
23/6/2021,Wednesday,June,2021,,No,0
24/6/2021,Thursday,June,2021,,No,0
25/6/2021,Friday,June,2021,,No,0
26/6/2021,Saturday,June,2021,Sunthorn Phu Day,Yes,1
27/6/2021,Sunday,June,2021,,Weekend,0
28/6/2021,Monday,June,2021,,No,0
29/6/2021,Tuesday,June,2021,,No,0
30/6/2021,Wednesday,June,2021,,No,0
1/7/2021,Thursday,July,2021,,No,0
2/7/2021,Friday,July,2021,,No,0
3/7/2021,Saturday,July,2021,,Weekend,0
4/7/2021,Sunday,July,2021,,Weekend,0
5/7/2021,Monday,July,2021,,No,0
6/7/2021,Tuesday,July,2021,,No,0
7/7/2021,Wednesday,July,2021,,No,0
8/7/2021,Thursday,July,2021,,No,0
9/7/2021,Friday,July,2021,,No,0
10/7/2021,Saturday,July,2021,,Weekend,0
11/7/2021,Sunday,July,2021,,Weekend,0
12/7/2021,Monday,July,2021,,No,0
13/7/2021,Tuesday,July,2021,,No,0
14/7/2021,Wednesday,July,2021,,No,0
15/7/2021,Thursday,July,2021,,No,0
16/7/2021,Friday,July,2021,,No,0
17/7/2021,Saturday,July,2021,,Weekend,0
18/7/2021,Sunday,July,2021,,Weekend,0
19/7/2021,Monday,July,2021,,No,0
20/7/2021,Tuesday,July,2021,Eid al-Adha (Feast of Sacrifice),Yes,1
21/7/2021,Wednesday,July,2021,,No,0
22/7/2021,Thursday,July,2021,,No,0
23/7/2021,Friday,July,2021,,No,0
24/7/2021,Saturday,July,2021,Asalha Bucha Day,Yes,1
25/7/2021,Sunday,July,2021,Buddhist Lent Day (Khao Phansa),Yes,1
26/7/2021,Monday,July,2021,Asalha Bucha Day (Substitution),Yes,1
27/7/2021,Tuesday,July,2021,,No,0
28/7/2021,Wednesday,July,2021,H.M. King Vajiralongkorn's Birthday,Yes,1
29/7/2021,Thursday,July,2021,,No,0
30/7/2021,Friday,July,2021,,No,0
31/7/2021,Saturday,July,2021,,Weekend,0
1/8/2021,Sunday,August,2021,,Weekend,0
2/8/2021,Monday,August,2021,,No,0
3/8/2021,Tuesday,August,2021,,No,0
4/8/2021,Wednesday,August,2021,,No,0
5/8/2021,Thursday,August,2021,,No,0
6/8/2021,Friday,August,2021,,No,0
7/8/2021,Saturday,August,2021,,Weekend,0
8/8/2021,Sunday,August,2021,,Weekend,0
9/8/2021,Monday,August,2021,,No,0
10/8/2021,Tuesday,August,2021,,No,0
11/8/2021,Wednesday,August,2021,,No,0
12/8/2021,Thursday,August,2021,H.M. Queen Sirikit The Queen Mother's Birthday / Mother's Day,Yes,1
13/8/2021,Friday,August,2021,,No,0
14/8/2021,Saturday,August,2021,,Weekend,0
15/8/2021,Sunday,August,2021,,Weekend,0
16/8/2021,Monday,August,2021,,No,0
17/8/2021,Tuesday,August,2021,,No,0
18/8/2021,Wednesday,August,2021,National Science Day,Yes,1
19/8/2021,Thursday,August,2021,,No,0
20/8/2021,Friday,August,2021,,No,0
21/8/2021,Saturday,August,2021,,Weekend,0
22/8/2021,Sunday,August,2021,Sart Chin Day (Ghost Festival),Yes,1
23/8/2021,Monday,August,2021,,No,0
24/8/2021,Tuesday,August,2021,,No,0
25/8/2021,Wednesday,August,2021,,No,0
26/8/2021,Thursday,August,2021,,No,0
27/8/2021,Friday,August,2021,,No,0
28/8/2021,Saturday,August,2021,,Weekend,0
29/8/2021,Sunday,August,2021,,Weekend,0
30/8/2021,Monday,August,2021,,No,0
31/8/2021,Tuesday,August,2021,,No,0
1/9/2021,Wednesday,September,2021,,No,0
2/9/2021,Thursday,September,2021,,No,0
3/9/2021,Friday,September,2021,,No,0
4/9/2021,Saturday,September,2021,,Weekend,0
5/9/2021,Sunday,September,2021,,Weekend,0
6/9/2021,Monday,September,2021,,No,0
7/9/2021,Tuesday,September,2021,,No,0
8/9/2021,Wednesday,September,2021,,No,0
9/9/2021,Thursday,September,2021,,No,0
10/9/2021,Friday,September,2021,,No,0
11/9/2021,Saturday,September,2021,,Weekend,0
12/9/2021,Sunday,September,2021,,Weekend,0
13/9/2021,Monday,September,2021,,No,0
14/9/2021,Tuesday,September,2021,,No,0
15/9/2021,Wednesday,September,2021,,No,0
16/9/2021,Thursday,September,2021,,No,0
17/9/2021,Friday,September,2021,,No,0
18/9/2021,Saturday,September,2021,,Weekend,0
19/9/2021,Sunday,September,2021,,Weekend,0
20/9/2021,Monday,September,2021,,No,0
21/9/2021,Tuesday,September,2021,Moon Festival (Mid-Autumn Festival),Yes,1
22/9/2021,Wednesday,September,2021,,No,0
23/9/2021,Thursday,September,2021,,No,0
24/9/2021,Friday,September,2021,Mahidol Day (Special Public Holiday),Yes,1
25/9/2021,Saturday,September,2021,,Weekend,0
26/9/2021,Sunday,September,2021,,Weekend,0
27/9/2021,Monday,September,2021,,No,0
28/9/2021,Tuesday,September,2021,,No,0
29/9/2021,Wednesday,September,2021,,No,0
30/9/2021,Thursday,September,2021,,No,0
1/10/2021,Friday,October,2021,,No,0
2/10/2021,Saturday,October,2021,,Weekend,0
3/10/2021,Sunday,October,2021,,Weekend,0
4/10/2021,Monday,October,2021,,No,0
5/10/2021,Tuesday,October,2021,,No,0
6/10/2021,Wednesday,October,2021,Vegetarian Festival,Yes,1
7/10/2021,Thursday,October,2021,Vegetarian Festival / Navaratri Festival Begins,Yes,1
8/10/2021,Friday,October,2021,Vegetarian Festival,Yes,1
9/10/2021,Saturday,October,2021,Vegetarian Festival,Yes,1
10/10/2021,Sunday,October,2021,Vegetarian Festival,Yes,1
11/10/2021,Monday,October,2021,Vegetarian Festival,Yes,1
12/10/2021,Tuesday,October,2021,Vegetarian Festival,Yes,1
13/10/2021,Wednesday,October,2021,Vegetarian Festival / King Bhumibol Adulyadej Memorial Day,Yes,1
14/10/2021,Thursday,October,2021,Vegetarian Festival,Yes,1
15/10/2021,Friday,October,2021,,No,0
16/10/2021,Saturday,October,2021,,Weekend,0
17/10/2021,Sunday,October,2021,,Weekend,0
18/10/2021,Monday,October,2021,,No,0
19/10/2021,Tuesday,October,2021,,No,0
20/10/2021,Wednesday,October,2021,,No,0
21/10/2021,Thursday,October,2021,End of Buddhist Lent (Wan Ok Phansa),Yes,1
22/10/2021,Friday,October,2021,,No,0
23/10/2021,Saturday,October,2021,Chulalongkorn Day,Yes,1
24/10/2021,Sunday,October,2021,,Weekend,0
25/10/2021,Monday,October,2021,Chulalongkorn Day (Substitution),Yes,1
26/10/2021,Tuesday,October,2021,,No,0
27/10/2021,Wednesday,October,2021,,No,0
28/10/2021,Thursday,October,2021,,No,0
29/10/2021,Friday,October,2021,,No,0
30/10/2021,Saturday,October,2021,,Weekend,0
31/10/2021,Sunday,October,2021,Halloween,Yes,1
1/11/2021,Monday,November,2021,,No,0
2/11/2021,Tuesday,November,2021,,No,0
3/11/2021,Wednesday,November,2021,,No,0
4/11/2021,Thursday,November,2021,Diwali (Deepavali),Yes,1
5/11/2021,Friday,November,2021,,No,0
6/11/2021,Saturday,November,2021,,Weekend,0
7/11/2021,Sunday,November,2021,,Weekend,0
8/11/2021,Monday,November,2021,,No,0
9/11/2021,Tuesday,November,2021,,No,0
10/11/2021,Wednesday,November,2021,,No,0
11/11/2021,Thursday,November,2021,,No,0
12/11/2021,Friday,November,2021,,No,0
13/11/2021,Saturday,November,2021,,Weekend,0
14/11/2021,Sunday,November,2021,,Weekend,0
15/11/2021,Monday,November,2021,,No,0
16/11/2021,Tuesday,November,2021,,No,0
17/11/2021,Wednesday,November,2021,,No,0
18/11/2021,Thursday,November,2021,,No,0
19/11/2021,Friday,November,2021,Loy Krathong Festival,Yes,1
20/11/2021,Saturday,November,2021,,Weekend,0
21/11/2021,Sunday,November,2021,,Weekend,0
22/11/2021,Monday,November,2021,,No,0
23/11/2021,Tuesday,November,2021,,No,0
24/11/2021,Wednesday,November,2021,,No,0
25/11/2021,Thursday,November,2021,,No,0
26/11/2021,Friday,November,2021,,No,0
27/11/2021,Saturday,November,2021,,Weekend,0
28/11/2021,Sunday,November,2021,,Weekend,0
29/11/2021,Monday,November,2021,,No,0
30/11/2021,Tuesday,November,2021,,No,0
1/12/2021,Wednesday,December,2021,,No,0
2/12/2021,Thursday,December,2021,,No,0
3/12/2021,Friday,December,2021,,No,0
4/12/2021,Saturday,December,2021,,Weekend,0
5/12/2021,Sunday,December,2021,King Bhumibol Adulyadej's Birthday / Father's Day,Yes,1
6/12/2021,Monday,December,2021,Father's Day (Substitution),Yes,1
7/12/2021,Tuesday,December,2021,,No,0
8/12/2021,Wednesday,December,2021,,No,0
9/12/2021,Thursday,December,2021,,No,0
10/12/2021,Friday,December,2021,Constitution Day,Yes,1
11/12/2021,Saturday,December,2021,,Weekend,0
12/12/2021,Sunday,December,2021,,Weekend,0
13/12/2021,Monday,December,2021,,No,0
14/12/2021,Tuesday,December,2021,,No,0
15/12/2021,Wednesday,December,2021,,No,0
16/12/2021,Thursday,December,2021,,No,0
17/12/2021,Friday,December,2021,,No,0
18/12/2021,Saturday,December,2021,,Weekend,0
19/12/2021,Sunday,December,2021,,Weekend,0
20/12/2021,Monday,December,2021,,No,0
21/12/2021,Tuesday,December,2021,,No,0
22/12/2021,Wednesday,December,2021,,No,0
23/12/2021,Thursday,December,2021,,No,0
24/12/2021,Friday,December,2021,Christmas Eve,Yes,1
25/12/2021,Saturday,December,2021,Christmas Day,Yes,1
26/12/2021,Sunday,December,2021,,Weekend,0
27/12/2021,Monday,December,2021,,No,0
28/12/2021,Tuesday,December,2021,King Taksin Memorial Day,Yes,1
29/12/2021,Wednesday,December,2021,,No,0
30/12/2021,Thursday,December,2021,,No,0
31/12/2021,Friday,December,2021,New Year's Eve,Yes,1
1/1/2022,Saturday,January,2022,New Year's Day,Yes,1
2/1/2022,Sunday,January,2022,,Weekend,0
3/1/2022,Monday,January,2022,New Year's Holiday (Substitution),Yes,1
4/1/2022,Tuesday,January,2022,,No,0
5/1/2022,Wednesday,January,2022,,No,0
6/1/2022,Thursday,January,2022,,No,0
7/1/2022,Friday,January,2022,,No,0
8/1/2022,Saturday,January,2022,National Children's Day,Yes,1
9/1/2022,Sunday,January,2022,,Weekend,0
10/1/2022,Monday,January,2022,,No,0
11/1/2022,Tuesday,January,2022,,No,0
12/1/2022,Wednesday,January,2022,,No,0
13/1/2022,Thursday,January,2022,,No,0
14/1/2022,Friday,January,2022,,No,0
15/1/2022,Saturday,January,2022,,Weekend,0
16/1/2022,Sunday,January,2022,Teachers' Day,Yes,1
17/1/2022,Monday,January,2022,,No,0
18/1/2022,Tuesday,January,2022,Royal Thai Armed Forces Day,Yes,1
19/1/2022,Wednesday,January,2022,,No,0
20/1/2022,Thursday,January,2022,,No,0
21/1/2022,Friday,January,2022,,No,0
22/1/2022,Saturday,January,2022,,Weekend,0
23/1/2022,Sunday,January,2022,,Weekend,0
24/1/2022,Monday,January,2022,,No,0
25/1/2022,Tuesday,January,2022,,No,0
26/1/2022,Wednesday,January,2022,,No,0
27/1/2022,Thursday,January,2022,,No,0
28/1/2022,Friday,January,2022,,No,0
29/1/2022,Saturday,January,2022,,Weekend,0
30/1/2022,Sunday,January,2022,Chinese New Year (Shopping Day),Yes,1
31/1/2022,Monday,January,2022,Chinese New Year (Worship Day),Yes,1
1/2/2022,Tuesday,February,2022,Chinese New Year (Spring Festival),Yes,1
2/2/2022,Wednesday,February,2022,,No,0
3/2/2022,Thursday,February,2022,,No,0
4/2/2022,Friday,February,2022,,No,0
5/2/2022,Saturday,February,2022,,Weekend,0
6/2/2022,Sunday,February,2022,,Weekend,0
7/2/2022,Monday,February,2022,,No,0
8/2/2022,Tuesday,February,2022,,No,0
9/2/2022,Wednesday,February,2022,,No,0
10/2/2022,Thursday,February,2022,,No,0
11/2/2022,Friday,February,2022,,No,0
12/2/2022,Saturday,February,2022,,Weekend,0
13/2/2022,Sunday,February,2022,,Weekend,0
14/2/2022,Monday,February,2022,,No,0
15/2/2022,Tuesday,February,2022,,No,0
16/2/2022,Wednesday,February,2022,Makha Bucha Day,Yes,1
17/2/2022,Thursday,February,2022,,No,0
18/2/2022,Friday,February,2022,,No,0
19/2/2022,Saturday,February,2022,,Weekend,0
20/2/2022,Sunday,February,2022,,Weekend,0
21/2/2022,Monday,February,2022,,No,0
22/2/2022,Tuesday,February,2022,,No,0
23/2/2022,Wednesday,February,2022,,No,0
24/2/2022,Thursday,February,2022,,No,0
25/2/2022,Friday,February,2022,,No,0
26/2/2022,Saturday,February,2022,,Weekend,0
27/2/2022,Sunday,February,2022,,Weekend,0
28/2/2022,Monday,February,2022,,No,0
1/3/2022,Tuesday,March,2022,Maha Shivaratri,Yes,1
2/3/2022,Wednesday,March,2022,,No,0
3/3/2022,Thursday,March,2022,,No,0
4/3/2022,Friday,March,2022,,No,0
5/3/2022,Saturday,March,2022,,Weekend,0
6/3/2022,Sunday,March,2022,,Weekend,0
7/3/2022,Monday,March,2022,,No,0
8/3/2022,Tuesday,March,2022,,No,0
9/3/2022,Wednesday,March,2022,,No,0
10/3/2022,Thursday,March,2022,,No,0
11/3/2022,Friday,March,2022,,No,0
12/3/2022,Saturday,March,2022,,Weekend,0
13/3/2022,Sunday,March,2022,,Weekend,0
14/3/2022,Monday,March,2022,,No,0
15/3/2022,Tuesday,March,2022,Qingming Festival (Ancestors Day),Yes,1
16/3/2022,Wednesday,March,2022,Qingming Festival (Ancestors Day),Yes,1
17/3/2022,Thursday,March,2022,Qingming Festival (Ancestors Day),Yes,1
18/3/2022,Friday,March,2022,Qingming Festival (Ancestors Day),Yes,1
19/3/2022,Saturday,March,2022,Qingming Festival (Ancestors Day),Yes,1
20/3/2022,Sunday,March,2022,Qingming Festival (Ancestors Day),Yes,1
21/3/2022,Monday,March,2022,Qingming Festival (Ancestors Day),Yes,1
22/3/2022,Tuesday,March,2022,Qingming Festival (Ancestors Day),Yes,1
23/3/2022,Wednesday,March,2022,Qingming Festival (Ancestors Day),Yes,1
24/3/2022,Thursday,March,2022,Qingming Festival (Ancestors Day),Yes,1
25/3/2022,Friday,March,2022,Qingming Festival (Ancestors Day),Yes,1
26/3/2022,Saturday,March,2022,Qingming Festival (Ancestors Day),Yes,1
27/3/2022,Sunday,March,2022,Qingming Festival (Ancestors Day),Yes,1
28/3/2022,Monday,March,2022,Qingming Festival (Ancestors Day),Yes,1
29/3/2022,Tuesday,March,2022,Qingming Festival (Ancestors Day),Yes,1
30/3/2022,Wednesday,March,2022,Qingming Festival (Ancestors Day),Yes,1
31/3/2022,Thursday,March,2022,Qingming Festival (Ancestors Day),Yes,1
1/4/2022,Friday,April,2022,Qingming Festival (Ancestors Day),Yes,1
2/4/2022,Saturday,April,2022,Qingming Festival (Ancestors Day),Yes,1
3/4/2022,Sunday,April,2022,Qingming Festival (Ancestors Day) / Ramadan (Muslim Fasting Month),Yes,1
4/4/2022,Monday,April,2022,Qingming Festival (Ancestors Day) / Ramadan (Muslim Fasting Month),Yes,1
5/4/2022,Tuesday,April,2022,Qingming Festival (Ancestors Day) / Ramadan (Muslim Fasting Month),Yes,1
6/4/2022,Wednesday,April,2022,Qingming Festival (Ancestors Day) / Ramadan (Muslim Fasting Month) / Chakri Memorial Day,Yes,1
7/4/2022,Thursday,April,2022,Qingming Festival (Ancestors Day) / Ramadan (Muslim Fasting Month),Yes,1
8/4/2022,Friday,April,2022,Qingming Festival (Ancestors Day) / Ramadan (Muslim Fasting Month),Yes,1
9/4/2022,Saturday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
10/4/2022,Sunday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
11/4/2022,Monday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
12/4/2022,Tuesday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
13/4/2022,Wednesday,April,2022,Ramadan (Muslim Fasting Month) / Songkran Festival (Thai New Year / Elderly Day),Yes,1
14/4/2022,Thursday,April,2022,Ramadan (Muslim Fasting Month) / Songkran Festival (Family Day),Yes,1
15/4/2022,Friday,April,2022,Ramadan (Muslim Fasting Month) / Songkran Festival / Good Friday,Yes,1
16/4/2022,Saturday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
17/4/2022,Sunday,April,2022,Ramadan (Muslim Fasting Month) / Easter Sunday,Yes,1
18/4/2022,Monday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
19/4/2022,Tuesday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
20/4/2022,Wednesday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
21/4/2022,Thursday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
22/4/2022,Friday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
23/4/2022,Saturday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
24/4/2022,Sunday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
25/4/2022,Monday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
26/4/2022,Tuesday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
27/4/2022,Wednesday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
28/4/2022,Thursday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
29/4/2022,Friday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
30/4/2022,Saturday,April,2022,Ramadan (Muslim Fasting Month),Yes,1
1/5/2022,Sunday,May,2022,Ramadan (Muslim Fasting Month) / National Labour Day,Yes,1
2/5/2022,Monday,May,2022,Ramadan (Muslim Fasting Month) / National Labour Day (Substitution) / Eid al-Fitr (End of Ramadan),Yes,1
